"G0023500","G0085900","H0001900","H0002700","R0000100","R0001900","R0002100","R0002400","R0006500","R0009300","R0009400","R0017300","R0173600","R0214700","R0214800","R0215300","R0215301","R0220200","R0304410","R0305700","R0305800","R0307100","R0312300","R0312710","R0329800","R0329900","R0330000","R0330100","R0330200","R0393510","R0393520","R0402800","R0405210","R0405601","R0405700","R0406010","R0406511","R0406700","R0406701","R0407300","R0481600","R0481700","R0618301","R0645800","R0645801","R0655900","R0780400","R0897300","R0897301","R0988000","R1020700","R1021700","R1145800","R1146100","R1521000","R1521300","R1891700","R1892000","R2258800","R2259100","R2350010","R2446200","R2446500","R2716700","R2716800","R2718700","R2718800","R2718900","R2719000","R2719100","R2719200","R2720800","R2721000","R2721100","R2721200","R2721400","R2721500","R2722501","R2724701","R2743300","R2870110","R2870200","R2870800","R2870900","R2871300","R2871301","R2871400","R2872000","R2872300","R2872700","R2872800","R2877600","R3895400","R3914300"
-4,-4,1,0,62,11,1,1,12,3,26,8,5,3,2,-4,-4,15,22,3,0,0,-4,-4,1,1,2,-4,-4,1,1,-4,4,0,1,38000,0,-4,-4,-4,510,175,36384,28,-4,2,4,25,0,-4,15,14,40,0,54,0,52,0,55,0,25,55,0,6,22,0,-4,-4,-4,-4,-4,3,4,-4,0,-4,-4,15000,-4,2,3,66000,1,1,24,1,2032,90,0,1,-4,0,0,-4
-4,-4,0,0,63,11,1,1,12,0,-4,12,1,3,1,59,0,20,22,6,5,1,4500,-4,0,-4,-4,-4,-4,1,1,-4,3,0,1,37000,0,22,0,893,510,160,87934,0,0,1,6,33,0,17,-4,16,13,0,40,0,56,0,52,0,-3,58,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,64,11,1,1,15,1,19,11,1,3,1,35,0,18,28,6,0,0,2500,-4,0,-4,-4,-4,-4,1,3,3,6,0,1,32000,1,33,0,1095,600,185,92989,43,0,2,3,31,0,17,-4,16,37,0,52,0,28,0,47,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,65,11,1,1,16,2,19,9,5,3,2,-4,-4,16,19,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,6,0,1,37000,1,17,0,-4,506,135,75171,29,0,5,1,37,0,-4,18,18,31,0,27,0,35,0,51,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,0,1,66,11,1,1,12,3,24,8,1,3,1,-4,-4,16,20,6,2,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,-3,0,0,0,-4,508,140,22649,30,0,4,4,26,0,16,-4,17,47,0,14,0,23,0,55,0,22,58,0,4,8,1,13,96,0,-4,-4,3,1,2,0,-4,-4,-1,-1,0,2,-2,1,2,24,1,2664,76,0,1,-4,0,0,17
-4,-4,0,0,67,11,0,1,-3,0,-4,14,1,3,1,66,0,22,29,5,1,0,2500,-4,0,-4,-4,-4,-4,1,1,3,4,0,1,40000,1,42,0,932,601,185,93246,44,0,2,3,58,0,18,-4,18,18,0,13,0,-5,-5,-5,-5,30,139,0,1,12,1,17,96,0,-4,-4,3,5,-4,0,-4,-4,57124,-4,0,1,100001,1,1,30,1,3640,79,0,1,3,0,0,-4
-4,-4,1,0,68,11,0,1,16,1,21,10,5,3,2,32,0,17,29,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,45000,1,51,0,433,509,130,100000,17,0,2,0,13,0,-4,-4,18,14,0,24,0,36,0,54,0,29,55,0,1,15,1,17,96,0,-4,-4,2,7,-4,0,-4,-4,43000,-4,0,1,43400,1,1,26,1,2382,74,0,1,-4,0,0,-4
-4,-4,1,0,69,11,1,1,17,0,-4,8,1,3,1,-4,-4,15,25,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,45000,-3,-4,-4,-4,601,155,86703,45,-4,5,0,28,0,-4,-4,17,19,0,33,0,17,0,17,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,0,0,70,11,1,1,20,-3,-3,11,1,3,1,59,0,18,23,0,0,0,2200,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,-3,1,38,0,829,509,170,-4,51,0,3,1,19,0,19,-4,18,47,0,47,0,54,1,54,0,25,62,0,1,8,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,24500,-4,0,3,100001,1,1,27,1,2962,71,0,1,-4,0,0,-4
-4,-4,-4,-4,71,11,1,1,17,1,17,9,1,3,1,-4,-4,16,27,1,3,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,-3,1,12,0,-4,510,155,98077,49,0,4,1,36,0,-4,-4,17,17,0,17,0,15,0,18,0,29,26,0,0,3,1,-1,-1,0,-4,-4,2,7,-4,0,-4,-4,9000,-2,0,2,-2,1,2,25,1,640,13,0,1,-4,0,1,-4
-4,-4,1,0,72,11,0,1,14,2,25,13,5,3,2,45,0,20,24,6,5,0,1500,-4,0,-4,-4,-4,-4,1,3,11,1,0,3,-3,0,12,0,524,505,140,80538,38,0,2,6,25,0,-4,21,17,49,0,49,0,55,0,50,0,29,45,0,2,20,1,13,96,0,-4,-4,5,1,3,3,4,-4,22000,-4,0,1,22100,1,1,28,1,2000,72,0,1,-4,0,0,18
-4,-4,0,0,73,51,1,-4,16,0,-4,8,1,3,1,-4,-4,16,26,5,2,0,400,-4,0,-4,-4,-4,-4,1,0,3,4,0,1,-3,0,11,0,-4,510,179,81527,0,0,6,5,10,0,17,-4,16,21,0,12,0,6,0,12,0,-5,-5,-5,2,5,1,1,10,1,13,96,0,-4,-4,0,-4,-4,10500,-4,2,1,10550,3,1,25,1,920,86,0,1,3,0,-5,-5
-4,-4,-4,-4,74,11,1,1,15,0,-4,13,5,3,2,42,0,20,23,6,5,1,3916,-4,0,-4,-4,-4,-4,1,2,11,1,0,1,3916,1,48,0,1620,505,160,95536,48,0,1,1,49,0,-4,14,14,53,0,45,0,48,0,54,0,29,70,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-4,0,1,15000,1,1,28,1,1758,31,0,1,2,0,0,32
-4,-4,0,0,75,11,1,1,14,1,19,10,5,3,2,21,0,17,23,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,-3,0,28,0,837,504,115,83379,20,0,4,0,25,0,-4,18,16,41,0,41,0,37,0,59,0,28,46,0,0,6,1,1,18,1,5,14,2,6,-4,0,-4,-4,14000,-4,0,1,14000,1,1,26,1,1552,75,0,1,3,0,0,-4
-4,-4,0,0,76,11,1,1,16,2,19,8,1,3,1,-4,-4,16,21,2,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,-3,0,6,0,-4,601,160,42780,28,0,2,6,51,0,18,-4,16,16,0,14,0,40,0,48,0,30,60,0,-4,-4,1,1,18,1,10,96,3,7,-4,3,6,-4,13500,-4,0,1,13500,1,1,24,1,2600,75,0,1,-4,0,0,-4
-4,-4,0,0,77,11,1,1,16,0,-4,8,5,3,2,-4,-4,15,22,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,75001,-3,-4,-4,-4,503,125,96835,0,-4,1,1,9,0,-4,-4,18,9,0,17,0,31,0,21,0,20,49,0,0,6,0,-4,-4,-4,-4,-4,2,5,-4,1,6,-4,22000,-4,0,1,27000,1,1,24,1,864,75,0,1,2,0,0,-4
-4,-4,1,1,78,11,0,1,16,1,23,15,5,3,2,44,0,22,24,0,0,0,5796,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,40000,1,26,0,840,504,122,85347,51,0,5,0,52,0,-4,-4,0,49,0,55,0,30,0,54,0,17,54,0,0,1,1,17,96,1,17,96,0,-4,-4,0,-4,-4,26000,37000,0,2,63718,1,2,31,1,2150,74,0,1,-4,0,1,-4
-4,-4,0,1,79,11,0,1,16,2,23,12,1,3,1,10,0,19,26,5,0,0,2300,-4,0,-4,-4,-4,-4,1,3,3,5,0,1,40000,0,15,0,714,511,160,96084,37,0,3,0,27,0,21,-4,18,6,0,0,0,4,0,53,0,24,52,0,0,15,0,-4,-4,-4,-4,-4,2,7,-4,0,-4,-4,57124,-4,0,3,100001,1,1,28,1,2410,67,0,1,-4,0,0,-4
-4,-4,0,0,80,11,1,1,14,4,27,8,1,3,1,-4,-4,16,25,4,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,50000,0,8,0,-4,507,130,78759,33,0,2,3,25,0,19,-4,16,32,0,-5,-5,48,0,-5,-5,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,-1,-4,0,1,-1,1,1,25,0,0,0,0,1,-4,0,0,16
-4,-4,1,1,81,11,0,1,12,5,28,7,1,3,1,-4,-4,15,22,0,3,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,50000,-3,-4,-4,-4,509,170,29497,29,-4,4,0,0,100,-4,-4,14,0,0,-5,-5,14,0,0,0,28,15,0,1,3,0,-4,-4,-4,-4,-4,4,2,1,2,6,-4,3400,-4,0,1,3400,1,1,23,0,480,25,0,1,-4,0,0,18
-4,-4,1,0,82,11,1,1,-2,1,22,11,3,2,1,35,0,21,25,6,0,0,0,-4,1,-4,-4,-4,4,1,3,-4,8,0,1,-3,0,0,0,0,511,160,2168,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0,0,-5,-5,-5,0,5,0,-4,-4,-4,-4,-4,5,1,3,0,-4,-4,-2,-3,0,8,-2,1,1,29,1,-3,25,79,1,2,0,1,12
162,-4,1,1,83,11,1,1,6,2,24,9,3,2,1,60,0,19,18,6,0,1,4000,-4,0,-4,-4,-4,-4,1,3,5,7,0,1,26000,0,42,0,1606,511,185,2366,25,0,3,5,41,0,11,-4,16,49,0,52,0,52,0,55,0,24,52,0,-4,-4,1,14,4,0,-4,-4,5,3,-4,5,3,-4,-2,-4,0,5,-2,1,1,28,0,2264,47,0,1,2,0,1,16
-4,-4,1,1,84,11,0,1,-2,3,25,8,3,2,1,-4,-4,16,20,0,0,0,-4,-4,1,1,2,-4,-4,1,3,-4,7,0,1,26000,0,17,2,-4,508,155,21008,7,0,1,2,8,0,12,-4,17,33,0,0,0,0,0,0,0,20,0,0,-4,-4,0,-4,-4,-4,-4,-4,5,1,3,3,4,-4,0,-4,0,4,0,1,1,25,0,0,0,0,1,-4,0,0,0
-4,-4,0,1,85,11,0,1,11,2,23,7,3,2,1,22,0,20,21,1,2,1,0,-4,1,-4,2,3,4,1,3,-4,7,0,1,-3,0,0,0,0,506,139,2427,49,0,1,-4,32,0,16,-4,-4,0,0,29,0,20,0,46,0,-5,-5,-5,6,30,0,-4,-4,-4,-4,-4,5,1,6,4,1,1,-2,-4,0,6,-2,1,1,29,0,-3,99,0,1,2,0,3,-4
4308,5976,0,1,86,11,0,1,9,3,22,8,7,2,2,9,0,19,24,1,0,1,400,-4,1,-4,2,-4,-4,1,3,11,2,0,1,5020,0,5,0,100,501,140,7198,0,0,1,0,0,0,-4,16,18,0,0,0,0,0,0,0,0,29,0,0,2,8,1,10,96,0,-4,-4,5,6,-4,0,-4,-4,0,-4,0,2,5748,1,1,27,0,0,0,0,1,-4,1,3,16
-4,-4,0,0,87,11,0,1,11,4,22,9,3,2,1,-4,-4,16,22,0,0,0,-4,-4,1,1,2,-4,-4,1,3,-4,7,0,1,-3,0,0,0,-4,508,154,12463,7,0,4,-4,13,0,8,-4,16,38,0,-5,-5,101,0,73,0,18,56,0,3,4,1,18,96,1,18,96,3,3,-4,0,-4,-4,-2,-4,0,5,-2,1,1,25,1,2312,68,0,1,2,0,2,23
-4,-4,0,1,88,21,1,1,12,1,28,12,3,2,1,25,0,22,30,6,3,1,5000,-4,1,-4,-4,3,-4,1,3,-4,2,0,1,-3,1,47,2,895,600,155,80798,53,0,1,0,51,0,15,-4,16,53,0,53,0,53,0,57,0,25,54,0,0,3,1,2,15,0,-4,-4,5,1,5,4,3,-4,28000,-4,0,1,29440,1,1,31,1,-3,66,0,1,2,0,0,-4
-4,-4,1,1,89,21,1,1,12,0,-4,13,7,2,2,53,0,21,25,3,0,0,1500,-4,0,-4,-4,-4,-4,0,0,3,5,0,1,28000,0,27,0,420,507,132,84980,35,0,2,-4,42,0,-4,19,0,51,0,49,0,51,0,55,0,27,53,0,0,2,1,2,16,0,-4,-4,1,7,-4,0,-4,-4,24500,-4,0,2,24500,1,1,29,1,2024,69,0,1,2,1,0,-4
-4,-4,1,1,90,11,1,1,5,1,23,14,1,3,1,25,0,21,23,0,3,0,800,-4,0,-4,-4,-4,-4,1,-4,-4,5,0,1,-3,1,18,0,338,511,150,80298,45,0,5,2,38,0,20,-4,18,24,0,57,0,50,0,59,0,24,45,0,0,3,1,13,96,1,17,96,1,7,-4,0,-4,-4,34200,29500,0,2,64000,1,2,29,1,2015,68,0,1,2,0,0,10
-4,-4,1,1,91,11,1,1,5,2,24,8,5,3,2,-4,-4,16,20,0,1,0,-4,-4,0,-4,-4,-4,-4,1,-4,-4,5,0,1,-3,0,0,0,-4,507,127,22823,8,0,6,-4,0,0,-4,18,16,31,0,22,0,0,0,27,0,27,54,0,1,1,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,13000,22000,0,2,-2,1,2,24,0,1096,47,0,1,-4,0,1,-4
-4,-4,0,0,92,21,0,1,12,0,-4,9,5,3,2,18,0,17,25,1,0,0,-4,-4,0,-4,-4,-4,-4,1,-4,-4,4,0,1,-3,1,44,0,1200,411,110,44375,51,0,6,2,45,0,-4,20,18,5,0,35,0,51,0,53,0,30,55,0,1,1,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,3500,23000,0,3,27570,1,2,25,0,740,60,0,1,-4,1,0,22
-4,-4,0,0,93,11,1,0,-2,0,-4,7,1,3,1,-4,-4,15,25,0,0,0,-4,-4,1,1,-4,-4,-4,1,-4,-4,4,0,1,13000,1,-4,-4,-4,509,140,28438,52,-4,1,0,52,0,18,-4,18,37,0,25,0,0,0,0,0,27,1,0,2,10,1,11,96,1,9,96,5,5,-4,1,7,-4,7000,9000,1,2,26000,3,2,24,1,580,51,0,1,3,0,0,17
-4,-4,1,0,94,11,1,1,10,1,26,10,1,3,1,41,0,23,24,1,0,0,8000,-4,0,-4,-4,-4,-4,1,-4,-4,4,0,1,-3,1,37,0,1992,508,150,-4,54,0,4,1,37,0,17,-4,17,62,0,49,0,60,0,52,0,21,66,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
-4,-4,1,0,95,11,1,1,10,2,27,12,5,3,2,68,0,19,20,2,0,0,8000,-4,0,-4,-4,-4,-4,1,-4,-4,4,0,1,-3,1,40,0,1448,505,125,34573,51,0,2,0,48,0,-4,18,18,54,0,50,0,51,0,31,0,28,0,0,0,5,0,-4,-4,-4,-4,-4,3,6,-4,0,-4,-4,400,36000,0,4,36400,1,2,28,0,100,14,0,1,-4,2,0,-4
-4,-4,0,1,96,11,1,1,6,2,25,11,6,3,2,41,0,18,19,6,5,1,7000,-4,1,-4,2,3,-4,1,-4,11,1,0,1,7000,1,45,0,2556,504,122,36772,32,15,3,-4,2,0,-4,16,15,28,0,32,0,59,0,48,0,27,37,0,-4,-4,1,1,16,1,7,5,5,7,-4,2,6,-4,15000,-4,0,3,17310,1,1,27,1,390,80,0,1,-4,2,0,14
-4,-4,1,1,97,11,1,1,12,7,35,9,5,3,2,60,0,21,19,2,0,0,5800,-4,0,-4,-4,-4,-4,1,3,11,1,0,1,5810,1,27,0,1210,506,134,59411,53,0,1,1,49,0,-4,16,16,52,0,51,0,52,0,54,0,22,40,0,2,15,1,20,2,0,-4,-4,5,1,4,3,2,1,20000,25000,0,3,45350,1,2,30,1,1768,72,0,1,-4,1,0,14
-4,6984,1,1,98,11,1,0,17,1,22,13,6,3,2,50,0,22,23,6,6,0,5000,-4,1,-4,-4,3,-4,1,3,11,1,0,1,5099,1,45,0,1540,503,125,69552,27,0,2,-4,0,0,-4,18,17,51,0,52,0,52,0,56,0,28,59,0,-4,-4,1,1,18,1,3,18,5,6,-4,5,7,-4,8000,1000,1,3,12300,1,2,30,-3,1400,19,0,1,-4,1,0,14
-4,-4,0,1,99,11,1,1,12,0,-4,14,5,3,2,70,0,22,24,4,0,0,11000,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,-3,1,45,0,2280,-5,-5,-5,-5,-5,2,1,117,0,-5,-5,-5,-5,-5,-5,-5,151,0,52,0,20,69,0,0,5,1,1,5,1,5,2,3,7,-4,0,-4,-4,2000,28000,0,3,31000,1,2,31,1,1580,58,0,1,-4,1,1,18
-4,1760,-4,1,100,51,0,-4,-2,2,21,8,5,3,2,-4,-4,16,21,1,0,0,-4,-4,1,1,-4,-4,-4,1,3,-4,2,0,1,-3,1,12,0,-4,504,120,40421,54,0,6,6,51,0,-4,18,16,55,0,-5,-5,21,0,9,0,19,0,0,0,2,1,2,96,0,-4,-4,2,7,-4,5,6,-4,600,-4,1,2,7148,1,1,24,1,240,33,0,1,-4,1,0,12
-4,-4,1,1,101,11,0,1,10,0,-4,14,1,3,1,53,0,21,27,0,0,0,4224,-4,1,1,2,-4,4,1,3,-4,5,0,1,-3,0,16,0,697,506,162,87368,37,0,5,0,53,0,18,-4,0,57,0,45,0,58,0,63,0,19,55,0,0,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,40000,0,-3,4,44580,1,2,29,1,2482,62,0,1,-4,2,1,-4
-4,-4,0,1,102,11,0,1,10,1,20,8,5,3,2,-4,-4,15,24,0,0,0,-4,-4,1,1,2,-4,4,1,3,-4,5,0,1,-3,-3,-4,-4,-4,501,145,56649,0,-4,5,-4,42,0,-4,-4,15,55,0,47,0,54,0,57,0,22,55,0,0,4,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,17000,-4,0,3,37000,1,1,23,1,1820,72,0,1,-4,0,1,15
-4,-4,0,0,103,-3,0,1,11,2,34,14,1,3,1,63,0,21,23,6,3,0,6000,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,30000,1,47,2,702,511,175,76421,53,0,1,5,51,0,18,-4,18,20,0,50,0,35,0,48,0,25,52,0,4,8,0,-4,-4,-4,-4,-4,4,1,3,4,3,-4,29000,-4,0,1,29300,1,1,30,1,2080,69,0,0,-4,0,0,-4
-4,-4,1,1,104,11,1,1,12,-4,-4,12,5,3,2,66,0,21,29,0,0,0,11000,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,20050,1,50,0,2099,509,170,48175,46,0,2,-4,55,0,-4,-4,16,37,0,33,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-2,0,105,51,1,-4,12,-4,-4,12,6,3,2,66,0,21,19,4,2,1,14600,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,30000,1,48,0,2318,507,142,81787,54,0,1,2,49,0,-4,15,15,53,0,55,0,50,0,58,0,27,36,0,2,10,1,1,6,0,-4,-4,5,1,1,4,3,-4,19800,-4,0,1,19800,1,3,29,1,1963,68,0,1,-4,0,0,16
-4,-4,1,1,106,11,1,1,12,-3,-3,11,1,3,1,61,100,19,20,5,0,0,3000,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,11000,1,46,0,1040,510,172,87651,53,0,4,-4,44,0,19,-4,18,0,0,48,0,52,0,60,0,19,50,0,1,8,0,-4,-4,-4,-4,-4,4,4,-4,0,-4,-4,27000,-4,0,1,28500,1,1,27,1,2340,71,0,1,-4,0,1,25
-4,-4,0,1,107,11,0,1,11,2,23,10,1,3,1,33,0,17,22,2,0,0,-4,-4,0,-4,-4,-4,-4,1,-4,-4,5,0,1,-3,1,48,0,1130,509,140,65347,53,0,2,1,52,0,18,-4,19,52,0,51,0,51,0,59,0,30,55,0,-4,-4,1,3,4,0,-4,-4,0,-4,-4,0,-4,-4,19200,6000,0,2,25200,1,2,26,1,2080,72,0,1,-4,0,0,-4
-4,-4,0,0,108,11,0,1,11,1,22,14,1,3,1,59,0,21,23,0,0,0,4000,-4,0,-4,-4,-4,-4,1,-4,-4,5,0,1,-3,1,48,0,1075,508,152,96818,54,0,3,0,46,0,18,-4,18,33,0,36,0,25,0,51,0,25,34,0,0,2,1,14,96,0,-4,-4,0,-4,-4,0,-4,-4,17500,-4,0,3,47500,1,1,30,1,1210,58,0,1,-4,0,0,-4
-4,-4,-4,-4,109,11,1,1,-3,2,25,-3,5,3,2,0,0,17,21,5,0,0,-4,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,18000,0,16,0,270,507,125,57445,2,0,2,0,53,0,-4,19,18,53,0,52,0,52,0,57,0,20,52,0,0,8,0,-4,-4,-4,-4,-4,4,3,-4,3,7,-4,25500,-4,0,3,60545,1,1,26,1,1937,73,0,1,-4,0,1,-4
-4,-4,1,1,110,11,1,1,-2,0,-4,12,1,3,1,29,7,22,18,6,3,1,9000,-4,0,-4,-4,-4,-4,1,-4,-4,5,0,1,-3,1,47,0,1760,600,165,64697,57,0,2,2,48,0,15,-4,17,54,0,53,0,52,0,40,0,20,50,0,6,20,1,1,19,1,5,96,3,7,-4,0,-4,-4,27000,12000,0,3,40200,1,2,31,1,2080,73,0,1,-4,1,0,12
-4,-4,1,0,111,11,1,1,11,1,21,-3,5,3,2,68,0,20,26,6,0,0,8000,11000,1,-4,2,-4,-4,1,1,11,4,1,1,-3,1,41,0,1883,500,109,46195,53,0,2,-4,54,0,-4,18,16,0,0,0,0,0,0,0,0,28,0,0,0,3,1,1,18,1,5,96,3,6,-4,0,-4,-4,0,32000,0,5,33400,1,2,29,0,0,1,0,1,-4,3,0,20
-4,-4,0,0,112,11,0,1,12,2,20,8,5,3,2,-4,-4,16,23,3,0,0,-4,-4,1,1,2,-4,-4,1,-4,-4,5,0,1,-3,1,12,0,-4,508,120,39529,32,0,1,0,5,0,-4,16,16,0,0,22,0,49,0,51,0,30,52,0,0,8,1,1,18,1,5,7,5,1,1,3,4,-4,9000,-4,1,5,46213,1,3,25,1,864,79,0,1,-4,1,0,-4
-4,-4,-4,-4,113,11,1,1,-2,3,22,-3,1,3,1,24,0,17,19,6,4,0,-4,-4,0,-4,-4,-4,-4,1,-4,-4,3,0,1,30000,1,40,0,459,510,155,64537,43,0,2,6,0,0,16,-4,16,0,0,0,0,0,0,27,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,114,11,1,1,6,2,28,12,1,3,1,61,0,23,27,6,1,0,15500,-4,0,-4,-4,-4,-4,1,3,11,1,0,1,15700,1,51,0,3030,510,187,75984,50,0,4,4,53,0,16,-4,14,47,1,52,0,61,0,-5,-5,27,111,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,115,11,0,1,10,1,19,12,5,3,2,64,0,19,30,5,0,0,300,-4,0,-4,-4,-4,-4,1,1,3,5,0,1,50000,0,21,0,527,506,130,85492,15,0,1,0,25,0,-4,18,17,30,0,52,0,47,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,116,11,0,1,10,2,19,8,5,3,2,-4,-4,16,25,2,0,0,-4,-4,1,1,-4,-4,-4,1,1,-4,5,0,1,45000,0,0,0,-4,507,140,62654,24,0,2,0,26,0,-4,-4,16,26,0,34,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,0,117,11,0,1,10,0,-4,12,1,3,1,29,0,20,30,0,0,0,6000,-4,0,-4,-4,-4,-4,0,0,6,5,0,1,45000,0,20,0,930,511,175,98349,15,0,2,1,35,0,17,-4,17,48,0,55,0,51,0,60,0,29,45,0,0,5,1,9,96,0,-4,-4,3,7,-4,0,-4,-4,35000,6000,0,3,41600,1,2,28,1,2674,76,0,0,-4,1,0,-4
-4,-4,-4,-4,118,80,-4,-4,-2,2,24,8,5,3,2,35,0,18,16,6,3,1,3000,-4,0,-4,-4,-4,-4,1,1,11,2,0,1,-3,1,39,0,1760,508,138,29212,36,0,2,0,16,0,-4,15,14,50,0,43,0,47,0,55,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,11
-4,-4,0,1,119,11,1,1,11,1,23,13,1,3,1,20,0,22,27,3,0,0,2000,-4,1,-4,2,-4,-4,1,3,-4,2,0,1,-3,1,49,0,1177,510,155,27671,21,0,2,0,6,0,20,-4,19,33,0,39,0,55,0,53,0,24,54,0,0,4,1,11,96,1,5,3,2,7,-4,2,6,-4,26000,-4,0,1,26000,1,1,31,1,3244,77,0,1,-4,0,0,-4
-4,-4,1,1,120,11,1,1,16,0,-4,10,1,3,1,40,0,18,18,0,0,0,3100,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,15000,1,49,0,625,600,240,97847,52,0,2,-4,32,0,-4,-4,18,53,0,52,0,52,0,60,0,23,48,0,-4,-4,1,14,96,1,18,96,0,-4,-4,0,-4,-4,57124,-4,0,1,58200,1,1,26,1,3568,71,0,1,-4,0,0,-4
-4,-4,1,1,121,11,1,1,17,1,17,8,5,3,2,-4,-4,15,30,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,5,0,1,15000,1,-4,-4,-4,505,148,92618,34,-4,2,-4,27,0,-4,-4,0,37,0,37,0,44,0,60,0,30,46,0,-4,-4,1,14,96,0,-4,-4,0,-4,-4,0,-4,-4,16000,-4,2,4,76050,1,1,23,1,1885,78,0,0,-4,0,0,-4
-4,-4,0,0,122,11,0,1,11,0,-4,10,1,3,1,27,0,18,22,0,0,0,4000,-4,0,-4,-4,-4,-4,1,1,-4,4,0,1,18000,1,49,0,1435,600,225,52132,52,0,4,2,54,0,16,-4,18,30,0,52,0,51,0,62,0,23,46,0,6,25,0,-4,-4,-4,-4,-4,3,7,-4,0,-4,-4,30000,25000,0,2,70000,1,2,26,1,3770,75,0,1,-4,0,0,18
-4,-4,-4,-4,123,11,0,1,16,1,23,10,1,3,1,60,0,17,19,0,0,0,-4,-4,1,1,-4,-4,-4,1,3,-4,3,0,1,25000,1,47,0,1521,510,124,92204,52,0,2,-4,50,0,-4,-4,0,52,0,53,0,52,0,-5,-5,18,109,0,-4,-4,1,13,3,0,-4,-4,0,-4,-4,0,-4,-4,19000,23000,0,2,42400,1,2,26,1,2080,62,0,1,-4,0,-5,-5
